ID,Outros,Obra nao iniciada (terreno),Infra-estrutura,Vedacao vertical,Coberturas,Esquadrias,Revestimentos externos,Pisos externos e paisagismo
8119-1,0,0,0,0,0,1,0,1
8119-2,0,0,0,0,0,1,0,1
8120-0,0,0,0,0,0,1,0,1
8120-1,0,0,0,0,0,1,0,1
8122-2,0,0,0,0,0,1,0,1
8122-3,0,0,0,0,0,1,0,1
8122-0,0,0,0,0,0,1,0,1
8124-4,0,0,0,0,0,1,0,1
8124-19,0,0,0,0,0,1,0,1
8124-34,0,0,0,0,0,1,0,1
8124-31,0,0,0,0,0,1,0,1
8124-2,0,0,0,0,0,1,0,1
8124-3,0,0,0,0,0,1,0,1
8124-32,0,0,0,0,0,1,0,1
8124-44,0,0,0,0,0,1,0,1
8124-5,0,0,0,0,0,1,0,1
8124-30,0,0,0,0,0,1,0,1
8124-7,0,0,0,0,0,1,0,1
8124-1,0,0,0,0,0,1,0,1
8124-6,0,0,0,0,0,1,0,1
8127-4,0,0,0,0,0,0,0,1
8127-9,0,0,0,0,0,0,0,1
8127-7,0,0,0,0,0,1,0,1
8127-1,0,0,0,0,0,0,0,1
8127-10,0,0,0,0,0,1,0,1
8127-11,0,0,0,0,0,1,0,1
8127-5,0,0,0,0,0,0,0,1
8127-2,0,0,0,0,0,0,0,1
8127-6,0,0,0,0,0,1,0,1
8127-8,0,0,0,0,0,1,0,1
8138-0,0,0,0,0,0,1,0,1
8140-14,0,0,0,0,0,0,0,1
8140-15,0,0,0,0,0,1,0,1
8140-21,0,0,0,0,0,0,0,1
8140-3,0,0,0,0,0,1,0,1
8140-6,0,0,0,0,0,1,0,1
8140-20,0,0,0,0,0,1,0,1
8140-0,0,0,0,0,0,1,0,1
8140-4,0,0,0,0,0,1,0,1
8140-19,0,0,0,0,0,0,1,0
8140-7,0,0,0,0,0,1,0,1
8141-0,0,0,0,0,0,1,0,1
8141-2,0,0,0,0,0,1,0,1
8141-3,1,0,0,0,0,0,0,0
8141-1,0,0,0,0,0,1,0,1
8141-11,0,0,0,0,0,1,0,1
8184-5,0,0,0,0,0,1,0,1
8184-1,0,0,0,0,0,0,0,1
8184-2,0,0,0,0,0,1,0,1
8184-3,0,0,0,0,0,1,0,1
8184-10,0,0,0,0,0,1,0,1
8184-0,0,0,0,0,0,0,0,1
8184-4,0,0,0,0,0,0,0,1
8191-0,0,0,0,0,0,1,0,1
8191-4,0,0,0,0,0,1,0,1
8191-3,0,0,0,0,0,1,0,1
8191-5,0,0,0,0,0,1,0,1
8191-1,0,0,0,0,0,0,0,1
8191-6,0,0,0,0,0,1,0,1
8192-0,0,0,0,0,0,1,0,1
8192-1,0,0,0,0,0,1,0,1
8197-1,0,0,0,0,0,0,0,1
8197-2,0,0,0,0,0,0,0,1
8197-3,0,0,0,0,0,0,0,1
8197-10,0,0,0,0,0,1,0,1
8197-0,0,0,0,0,0,0,0,1
8203-8,0,0,0,0,0,1,0,1
8203-17,0,0,0,0,0,1,0,1
8203-5,0,0,0,0,0,1,0,1
8203-15,0,0,0,0,0,1,0,1
8207-4,0,0,0,0,0,1,0,1
8207-11,0,0,0,0,0,1,0,1
8207-3,0,0,0,0,0,1,0,1
8207-8,0,0,0,0,0,1,0,1
8210-3,0,0,0,0,0,1,0,1
8210-6,0,0,0,0,0,1,0,1
8211-4,0,0,0,0,0,0,1,0
8211-19,0,0,0,0,0,0,1,0
8211-13,0,0,0,0,0,1,0,1
8211-2,0,0,0,0,0,0,1,0
8211-9,0,0,0,1,0,0,0,0
8211-10,0,0,0,1,0,0,0,0
8211-5,0,0,0,1,0,0,0,0
8211-15,0,0,0,1,0,0,0,0
8211-7,0,0,0,0,0,0,1,0
8211-1,0,0,0,0,0,0,1,0
8211-6,0,0,0,1,0,0,0,0
8211-20,0,0,0,0,0,0,1,0
8211-14,0,0,0,1,0,0,0,0
8248-0,0,0,0,0,0,1,0,1
8249-0,0,0,0,0,0,1,0,1
8249-4,0,0,0,0,0,0,0,1
8249-19,0,0,0,0,0,1,0,1
8249-18,0,0,0,0,0,1,0,1
8249-6,0,0,0,0,0,1,0,1
8249-20,0,0,0,0,0,1,0,1
8249-11,0,0,0,0,0,1,0,1
8304-3,0,0,0,0,0,1,0,1
8304-1,0,0,0,0,0,1,0,1
8304-21,0,0,0,0,0,0,0,1
8306-4,0,0,0,0,0,1,0,1
8306-19,0,0,0,0,0,1,0,1
8306-13,0,0,0,0,0,1,0,1
8306-10,0,0,0,0,0,1,0,1
8306-6,0,0,0,0,0,1,0,1
8306-12,0,0,0,0,0,1,0,1
8306-11,0,0,0,0,0,1,0,1
8306-16,0,0,0,0,0,1,0,1
8315-20,0,0,0,0,0,0,1,0
8315-21,0,0,0,0,0,0,0,1
8316-28,0,0,0,0,0,1,0,1
8316-12,0,0,0,0,0,0,0,1
8318-2,0,0,0,0,0,0,0,1
8318-9,0,0,0,0,0,1,0,1
8318-5,0,0,0,0,0,1,0,1
8318-1,0,0,0,0,0,0,0,1
8352-0,0,0,0,0,0,1,0,1
8352-19,0,0,0,0,0,1,0,1
8352-8,0,0,0,0,0,1,0,1
8352-29,0,0,0,0,0,0,0,1
8352-2,0,0,0,0,0,0,0,1
8352-9,0,0,0,0,0,1,0,1
8352-5,0,0,0,0,0,0,0,1
8352-20,0,0,0,0,0,0,0,1
8352-14,0,0,0,0,0,0,0,1
8353-7,0,0,0,0,0,1,0,1
8353-6,0,0,0,0,0,0,0,1
8354-7,0,0,0,0,0,1,0,1
8354-1,0,0,0,0,0,1,0,1
8354-14,0,0,0,0,0,1,0,1
8354-15,0,0,0,0,0,1,0,1
8354-12,0,0,0,0,0,1,0,1
8354-13,0,0,0,0,0,0,0,1
8357-4,0,0,0,0,0,1,0,1
8357-2,0,0,0,0,0,1,0,1
8357-3,0,0,0,0,0,0,0,1
8357-1,0,0,0,0,0,0,0,1
8358-4,0,0,0,0,0,0,0,1
8358-8,0,0,0,0,0,1,0,1
8358-9,0,0,0,0,0,1,0,1
8358-5,0,0,0,0,0,1,0,1
8358-7,0,0,0,0,0,1,0,1
8358-1,0,0,0,0,0,1,0,1
8358-6,0,0,0,0,0,1,0,1
8359-2,0,0,1,0,0,0,0,0
8359-3,0,0,1,0,0,0,0,0
8360-5,0,0,0,0,0,1,0,1
8361-4,0,0,0,0,0,1,0,1
8361-27,0,0,0,0,0,1,0,1
8361-37,0,0,0,0,0,1,0,1
8361-35,0,0,0,0,0,1,0,1
8361-26,0,0,0,0,0,1,0,1
8361-3,0,0,0,0,0,1,0,1
8361-18,0,0,0,0,0,1,0,1
8361-38,0,0,0,0,0,1,0,1
8361-30,0,0,0,0,0,1,0,1
8361-7,0,0,0,0,0,1,0,1
8361-36,0,0,0,0,0,1,0,1
8362-27,0,0,0,0,0,1,0,1
8362-28,0,0,0,0,0,1,0,1
8362-29,0,0,0,0,0,1,0,1
8362-13,0,0,0,0,0,1,0,1
8362-26,0,0,0,0,0,1,0,1
8362-9,0,0,0,0,0,1,0,1
8362-10,0,0,0,0,0,1,0,1
8362-5,0,0,0,0,0,0,0,1
8362-30,0,0,0,0,0,1,0,1
8362-6,0,0,0,0,0,1,0,1
8362-12,0,0,0,0,0,1,0,1
8362-11,0,0,0,0,0,1,0,1
8362-21,0,0,0,0,0,1,0,1
8362-22,0,0,0,0,0,1,0,1
8364-4,0,0,0,0,0,0,0,1
8364-19,0,0,0,0,0,1,0,1
8364-7,0,0,0,0,0,1,0,1
8364-0,0,0,0,0,0,1,0,1
8364-10,0,0,0,0,0,1,0,1
8364-5,0,0,0,0,0,1,0,1
8364-16,0,0,0,0,0,1,0,1
8364-6,0,0,0,0,0,1,0,1
8364-12,0,0,0,0,0,1,0,1
8367-82,0,0,0,0,0,0,0,1
8367-29,0,0,0,0,0,1,0,1
8367-81,0,0,0,0,0,1,0,1
8367-13,0,0,0,0,0,1,0,1
8367-5,0,0,0,0,0,1,0,1
8367-15,0,0,0,0,0,0,0,1
8367-7,0,0,0,0,0,1,0,1
8367-6,0,0,0,0,0,1,0,1
8367-16,0,0,0,0,0,0,0,1
8368-0,0,0,0,0,0,1,0,1
8368-4,0,0,0,0,0,1,0,1
8368-19,0,0,0,0,0,1,0,1
8368-33,0,0,0,0,0,1,0,1
8368-13,0,0,0,0,0,1,0,1
8368-1,0,0,0,0,0,1,0,1
8368-25,0,0,0,0,0,1,0,1
8368-21,0,0,0,0,0,1,0,1
8369-0,0,0,0,0,0,1,0,1
8369-2,0,0,0,0,0,1,0,1
8370-26,0,0,0,0,0,1,0,1
8370-2,0,0,0,0,0,1,0,1
8370-9,0,0,0,0,0,1,0,1
8370-10,0,0,0,0,0,1,0,1
8370-18,0,0,0,0,0,1,0,1
8370-7,0,0,0,0,0,1,0,1
8370-6,0,0,0,0,0,1,0,1
8371-2,0,0,0,0,0,0,0,1
8371-0,0,0,0,0,0,0,0,1
8372-0,0,0,0,0,0,1,0,1
8372-4,0,0,0,0,0,1,0,1
8372-8,0,0,0,0,0,1,0,1
8372-5,0,0,0,0,0,1,0,1
8372-6,0,0,0,0,0,1,0,1
8373-0,0,0,0,0,0,1,0,1
8373-4,0,0,0,0,0,0,1,0
8373-8,0,0,0,0,0,1,0,1
8373-2,0,0,0,0,0,1,0,1
8373-1,0,0,0,0,0,1,0,1
8373-6,0,0,0,0,0,1,1,0
8374-19,0,0,0,0,0,1,0,1
8374-8,0,0,0,0,0,1,0,1
8374-2,0,0,0,0,0,1,0,1
8374-10,0,0,0,0,0,1,0,1
8374-7,0,0,0,0,0,1,0,1
8374-1,0,0,0,0,0,0,0,1
8375-0,0,0,0,0,0,0,0,1
8375-2,0,0,0,0,0,0,0,1
8375-3,0,0,0,0,0,0,0,1
8375-1,0,0,0,0,0,1,0,1
8376-0,0,0,0,0,0,1,0,1
8376-4,0,0,0,0,0,1,0,1
8376-2,0,0,0,0,0,1,0,1
8376-3,0,0,0,0,1,0,0,0
8376-7,0,0,0,0,0,1,1,0
8376-1,0,0,0,0,0,1,0,1
8376-6,0,0,0,0,0,1,1,0
8377-8,0,0,0,0,0,1,0,1
8377-13,0,0,0,0,0,1,0,1
8377-2,0,0,0,0,0,1,0,1
8377-5,0,0,0,0,0,1,0,1
8377-1,0,0,0,0,0,1,0,1
8377-6,0,0,0,0,0,0,0,1
8378-4,0,0,0,0,0,1,0,1
8378-27,0,0,0,0,0,1,0,1
8378-37,0,0,0,0,0,1,0,1
8378-40,0,0,0,0,0,1,0,1
8378-41,0,0,0,0,0,1,0,1
8378-51,0,0,0,0,0,1,0,1
8378-8,0,0,0,0,0,1,0,1
8378-17,0,0,0,0,0,0,0,1
8378-35,0,0,0,0,0,1,0,1
8378-132,0,0,0,0,0,1,0,1
8378-135,0,0,0,0,0,1,0,1
8378-165,0,0,0,0,0,0,0,1
8378-168,0,0,0,0,0,1,0,1
8378-223,0,0,0,0,0,1,0,1
8378-13,0,0,0,0,0,0,0,1
8378-26,0,0,0,0,0,1,0,1
8378-97,0,0,0,0,0,0,0,1
8378-166,0,0,0,0,0,1,0,1
8378-196,0,0,0,0,0,0,0,1
8378-9,0,0,0,0,0,1,0,1
8378-10,0,0,0,0,0,1,0,1
8378-38,0,0,0,0,0,1,0,1
8378-78,0,0,0,0,0,1,0,1
8378-111,0,0,0,0,0,1,0,1
8378-124,0,0,0,0,0,1,0,1
8378-129,0,0,0,0,0,1,0,1
8378-163,0,0,0,0,0,1,0,1
8378-171,0,0,0,0,0,1,0,1
8378-188,0,0,0,0,0,0,0,1
8378-5,0,0,0,0,0,1,0,1
8378-24,0,0,0,0,0,1,0,1
8378-43,0,0,0,0,0,1,0,1
8378-113,0,0,0,0,0,1,0,1
8378-131,0,0,0,0,0,0,0,1
8378-136,0,0,0,0,0,1,0,1
8378-138,0,0,0,0,0,1,0,1
8378-139,0,0,0,0,0,1,0,1
8378-95,0,0,0,0,0,1,0,1
8378-137,0,0,0,0,0,1,0,1
8378-142,0,0,0,0,0,0,0,1
8378-194,0,0,0,0,0,0,0,1
8378-12,0,0,0,0,0,1,0,1
8378-25,0,0,0,0,0,1,0,1
8378-134,0,0,0,0,0,1,0,1
8378-11,0,0,0,0,0,1,0,1
8378-126,0,0,0,0,0,0,0,1
8380-1,0,0,0,0,0,0,1,0
8380-0,0,0,0,0,0,0,1,1
8382-4,0,0,0,0,0,0,0,1
8382-89,0,0,0,0,0,1,0,1
8382-24,0,0,0,0,0,1,0,1
8382-90,0,0,0,0,0,1,0,1
8382-0,0,0,0,0,0,0,0,1
8382-44,0,0,0,0,0,1,0,1
8382-1,0,0,0,0,0,0,0,1
8382-69,0,0,0,0,0,1,0,1
8382-21,0,0,0,0,0,1,0,1
8382-22,0,0,0,0,0,1,0,1
8382-70,0,0,0,0,0,1,0,1
8382-2,0,0,0,0,0,0,0,1
8382-25,0,0,0,0,0,1,0,1
8382-67,0,0,0,0,0,1,0,1
8382-23,0,0,0,0,0,1,0,1
8382-68,0,0,0,0,0,1,0,1
8383-56,0,0,0,0,0,1,0,1
8383-82,0,0,0,0,0,1,0,1
8383-84,0,0,0,0,0,1,0,1
8383-85,0,0,0,0,0,1,0,1
8383-0,0,0,0,0,0,1,0,1
8383-59,0,0,0,0,0,1,0,1
8383-1,0,0,0,0,0,1,0,1
8383-15,0,0,0,0,0,1,0,1
8383-2,0,0,0,0,0,1,0,1
8383-57,0,0,0,0,0,0,0,1
8383-33,0,0,0,0,0,0,0,1
8383-58,0,0,0,0,0,1,0,1
8383-81,0,0,0,0,0,1,0,1
8383-83,0,0,0,0,0,1,0,1
8384-2,0,0,0,0,0,1,0,1
8384-3,0,0,0,0,0,0,0,1
8385-16,0,0,0,0,0,1,0,1
8385-36,0,0,0,0,0,1,0,1
8385-65,0,0,0,0,0,1,0,1
8385-30,0,0,0,0,0,0,0,1
8385-31,0,0,0,0,0,0,0,1
8385-0,0,0,0,0,0,1,0,1
8385-51,0,0,0,0,0,1,0,1
8385-44,0,0,0,0,0,1,0,1
8385-49,0,0,0,0,0,1,0,1
8387-4,0,0,0,0,0,1,0,1
8390-0,0,0,0,0,0,1,1,0
8390-4,0,0,0,0,0,1,1,0
8390-19,0,0,0,0,0,1,1,0
8390-40,0,0,0,0,0,1,1,0
8390-41,0,0,0,0,0,0,1,0
8390-42,0,0,0,0,0,1,1,0
8390-46,0,0,0,0,0,1,0,1
8390-29,0,0,0,0,0,1,0,1
8390-39,0,0,0,0,0,1,0,1
8390-3,0,0,0,0,0,1,1,0
8390-15,0,0,0,0,0,1,1,0
8390-1,0,0,0,0,0,0,0,1
8390-12,0,0,0,0,0,1,0,1
8390-25,0,0,0,0,0,1,0,1
8390-22,0,0,0,0,0,1,0,1
8391-5,0,0,1,0,0,0,0,0
8391-1,0,0,0,0,0,1,0,1
8391-4,0,0,0,0,0,1,1,1
8393-4,0,0,0,0,0,1,0,1
8393-9,0,0,0,0,0,1,0,1
8393-7,0,0,0,0,0,1,0,1
8393-10,0,0,0,0,0,1,0,1
8393-11,0,0,0,0,0,0,0,1
8393-8,0,0,0,0,0,1,0,1
8394-0,0,0,0,0,0,1,0,1
8394-8,0,0,0,0,0,1,0,1
8394-2,0,0,0,0,0,1,0,1
8394-9,0,0,0,0,0,0,0,1
8394-5,0,0,0,0,0,1,0,1
8394-1,0,0,0,0,0,0,0,1
8398-5,0,0,0,1,0,0,1,1
8398-14,0,0,0,0,0,0,1,0
8398-15,0,0,0,0,0,0,1,0
8398-16,0,0,0,0,0,0,1,0
8398-1,0,0,0,1,0,0,1,1
8398-2,0,0,0,1,0,0,1,0
8398-3,0,0,0,1,0,0,1,0
8398-18,0,0,0,0,0,0,1,0
8398-11,0,0,0,0,0,0,1,0
8398-13,0,0,0,0,0,0,1,0
8398-4,0,0,0,1,0,0,1,1
8398-17,0,0,0,0,0,0,1,0
8400-0,0,0,0,0,0,0,1,0
8401-0,0,0,0,1,0,0,0,0
8403-2,0,0,0,0,0,1,1,0
8403-3,0,0,0,0,0,0,1,0
8405-5,0,0,0,0,0,1,0,1
8405-16,0,0,0,0,0,0,0,1
8405-2,0,0,0,0,0,1,0,1
8405-12,0,0,0,0,0,1,0,1
8405-4,0,0,0,0,0,1,0,1
8405-19,0,0,0,0,0,1,0,1
8405-7,0,0,0,0,0,0,0,1
8406-4,0,0,0,0,0,1,0,1
8406-19,0,0,0,0,0,1,0,1
8406-8,0,0,0,0,0,1,0,1
8406-17,0,0,0,0,0,1,0,1
8406-2,0,0,0,0,0,1,0,1
8407-1,0,0,0,0,0,1,0,1
8407-0,0,0,0,0,0,1,0,1
8409-0,0,0,0,0,0,1,0,1
8409-28,0,0,0,0,0,1,0,1
8409-40,0,0,0,0,0,1,0,1
8409-41,0,0,0,0,0,1,0,1
8409-42,0,0,0,0,0,0,0,1
8409-46,0,0,0,0,0,1,0,1
8409-26,0,0,0,0,0,0,1,0
8409-44,0,0,0,0,0,1,0,1
8409-45,0,0,0,0,0,1,0,1
8409-43,0,0,0,0,0,1,0,1
8409-1,0,0,0,0,0,1,0,1
8410-4,0,0,0,0,0,0,1,0
8410-9,0,0,0,0,0,0,1,0
8410-7,0,0,0,0,0,0,1,0
8410-0,0,0,0,0,0,0,1,0
8410-1,0,0,0,0,0,0,1,0
8410-10,0,0,0,0,0,0,1,0
8410-11,0,0,0,0,0,0,1,0
8410-5,0,0,0,0,0,0,1,0
8410-2,0,0,0,0,0,0,1,0
8410-3,0,0,0,0,0,0,1,0
8410-6,0,0,0,0,0,0,1,0
8411-0,0,0,0,0,0,0,1,0
8411-2,0,0,0,0,0,0,1,0
8411-3,0,0,0,0,0,0,1,0
8411-1,0,0,0,0,0,0,1,0
8415-4,0,0,0,0,0,1,0,1
8415-8,0,0,0,0,0,0,1,0
8416-4,0,0,0,0,0,1,0,1
8416-7,0,0,0,0,0,1,0,1
8416-0,0,0,0,0,0,1,0,1
8416-5,0,0,0,0,0,1,0,1
8416-2,0,0,0,0,0,1,0,1
8416-6,0,0,0,0,0,1,0,1
8417-4,0,0,0,0,0,0,1,0
8417-8,0,0,0,0,0,0,1,0
8417-2,0,0,0,0,0,1,1,0
8417-3,0,0,0,0,0,0,1,0
8417-9,0,0,0,0,0,0,1,0
8417-5,0,0,0,0,0,0,1,0
8417-7,0,0,0,0,0,0,1,0
8417-1,0,0,0,0,0,0,1,0
8418-4,0,0,0,0,0,0,1,0
8418-9,0,0,0,0,0,0,1,0
8418-7,0,0,0,0,0,0,1,0
8418-0,0,0,0,0,0,0,1,0
8418-1,0,0,0,0,0,0,1,0
8418-10,0,0,0,0,0,0,1,0
8418-11,0,0,0,0,0,0,1,0
8418-5,0,0,0,0,0,0,1,0
8418-2,0,0,0,0,0,0,1,0
8418-3,0,0,0,0,0,0,1,0
8418-6,0,0,0,0,0,0,1,0
8418-8,0,0,0,0,0,0,1,0
8419-19,0,0,0,0,0,0,0,1
8419-24,0,0,0,0,0,1,0,1
8419-0,0,0,0,0,0,1,0,1
8419-1,0,0,0,0,0,1,0,1
8419-10,0,0,0,0,0,1,0,1
8419-11,0,0,0,0,0,1,0,1
8419-18,0,0,0,0,0,1,0,1
8419-20,0,0,0,0,0,1,0,1
8419-22,0,0,0,0,0,1,0,1
8419-2,0,0,0,0,0,1,0,1
8419-12,0,0,0,0,0,1,0,1
8419-25,0,0,0,0,0,0,0,1
8419-23,0,0,0,0,0,1,0,1
8419-13,0,0,0,0,0,1,0,1
8420-49,0,0,0,0,0,0,0,1
8420-50,0,0,0,0,0,1,0,1
8420-54,0,0,0,0,0,1,0,1
8420-56,0,0,0,0,0,0,0,1
8420-63,0,0,0,0,0,0,0,1
8420-106,0,0,0,0,0,1,0,1
8420-111,0,0,0,0,0,1,0,1
8420-62,0,0,0,0,0,1,0,1
8420-105,0,0,0,0,0,1,0,1
8420-109,0,0,0,0,0,1,0,1
8420-0,0,0,0,0,0,1,0,1
8420-59,0,0,0,0,0,1,0,1
8420-110,0,0,0,0,0,1,0,1
8420-47,0,0,0,0,0,1,0,1
8420-71,0,0,0,0,0,1,0,1
8420-104,0,0,0,0,0,1,0,1
8420-108,0,0,0,0,0,1,0,1
8420-25,0,0,0,0,0,1,0,1
8420-57,0,0,0,0,0,1,0,1
8420-107,0,0,0,0,0,1,0,1
8420-51,0,0,0,0,0,1,0,1
8420-79,0,0,0,0,0,1,0,1
8420-112,0,0,0,0,0,0,0,1
8422-4,0,0,0,0,0,1,0,1
8422-9,0,0,0,0,0,1,0,1
8422-19,0,0,0,0,0,1,0,1
8422-7,0,0,0,0,0,1,0,1
8422-18,0,0,0,0,0,1,0,1
8422-2,0,0,0,0,0,1,0,1
8422-3,0,0,0,0,0,1,0,1
8422-12,0,0,0,0,0,1,0,1
8422-17,0,0,0,0,0,1,0,1
8423-5,0,0,0,0,0,1,0,1
8423-14,0,0,0,0,0,1,0,1
8423-1,0,0,0,0,0,1,0,1
8423-3,0,0,0,0,0,1,0,1
8423-6,0,0,0,0,0,1,0,1
8423-10,0,0,0,0,0,1,0,1
8423-25,0,0,0,0,0,1,0,1
8423-30,0,0,0,0,0,0,0,1
8423-8,0,0,0,0,0,1,0,1
8423-31,0,0,0,0,0,1,0,1
8423-4,0,0,0,0,0,1,0,1
8423-19,0,0,0,0,0,1,0,1
8423-23,0,0,0,0,0,1,0,1
8423-28,0,0,0,0,0,1,0,1
8423-34,0,0,0,0,0,1,0,1
8423-42,0,0,0,0,0,1,0,1
8423-24,0,0,0,0,0,1,0,1
8423-9,0,0,0,0,0,1,0,1
8423-32,0,0,0,0,0,0,0,1
8423-44,0,0,0,0,0,1,0,1
8423-45,0,0,0,0,0,0,0,1
8425-9,0,0,0,0,0,0,0,1
8425-7,0,0,0,0,0,0,0,1
8425-0,0,0,0,0,0,1,0,1
8425-1,0,0,0,0,0,1,0,1
8425-11,0,0,0,0,0,1,0,1
8425-12,0,0,0,0,0,1,0,1
8425-8,0,0,0,0,0,0,0,1
8427-6,0,0,0,0,0,0,0,1
8428-49,0,0,0,0,0,1,0,1
8428-50,0,0,0,0,0,1,0,1
8428-22,0,0,0,0,0,1,0,1
8429-0,0,0,0,1,0,0,1,0
8430-4,0,0,0,0,0,0,0,1
8430-27,0,0,0,0,0,1,0,1
8430-28,0,0,0,0,0,1,0,1
8430-17,0,0,0,0,0,1,0,1
8430-13,0,0,0,0,0,1,0,1
8430-26,0,0,0,0,0,1,0,1
8430-2,0,0,0,0,0,1,0,1
8430-3,0,0,0,0,0,0,0,1
8430-15,0,0,0,0,0,0,0,1
8430-30,0,0,0,0,0,1,0,1
8430-1,0,0,0,0,0,1,0,1
8430-12,0,0,0,0,0,0,0,1
8430-16,0,0,0,0,0,1,0,1
8430-14,0,0,0,0,0,0,0,1
8431-0,0,0,0,0,0,1,0,1
8431-4,0,0,0,0,0,1,0,1
8431-8,0,0,0,0,0,1,0,1
8431-9,0,0,0,0,0,1,0,1
8431-5,0,0,0,0,0,1,0,1
8431-7,0,0,0,0,0,1,1,0
8431-6,0,0,0,0,0,1,0,1
8431-12,0,0,0,0,0,1,0,1
8432-1,0,0,0,0,0,0,0,1
8433-0,0,0,0,0,0,1,0,1
8433-1,0,0,0,0,0,1,0,1
8433-11,0,0,0,0,0,0,0,1
8433-18,0,0,0,0,0,0,0,1
8433-15,0,0,0,0,0,1,0,1
8433-16,0,0,0,0,0,1,0,1
8433-21,0,0,0,0,0,1,0,1
8433-22,0,0,0,0,0,1,0,1
8433-23,0,0,0,0,0,1,0,1
